Date,Text,SA
04-12-2014,Netural,0
05-12-2014,Netural,0
06-12-2014,Netural,0
07-12-2014,Netural,0
08-12-2014,Netural,0
09-12-2014,Netural,0
10-12-2014,Netural,0
11-12-2014,Netural,0
12-12-2014,Netural,0
13-12-2014,Netural,0
14-12-2014,Netural,0
15-12-2014,Netural,0
16-12-2014,Netural,0
17-12-2014,Netural,0
18-12-2014,Netural,0
19-12-2014,Netural,0
20-12-2014,Netural,0
21-12-2014,Netural,0
22-12-2014,Netural,0
23-12-2014,Netural,0
24-12-2014,Netural,0
25-12-2014,Netural,0
26-12-2014,Netural,0
27-12-2014,Netural,0
28-12-2014,Netural,0
29-12-2014,Netural,0
30-12-2014,Netural,0
31-12-2014,Oil is falling again today  capping off what looks like its worst year since     ,-0.4939
01-01-2015,Netural,0
02-01-2015,Netural,0
03-01-2015,Netural,0
04-01-2015,Netural,0
05-01-2015,Netural,0
06-01-2015,Netural,0
07-01-2015,Netural,0
08-01-2015,Netural,0
09-01-2015,Netural,0
10-01-2015,Netural,0
11-01-2015,Netural,0
12-01-2015,Netural,0
13-01-2015,Netural,0
14-01-2015,Netural,0
15-01-2015,Netural,0
16-01-2015,HDFC stock price went up by       due to rate cut  Observe its correlation with S amp P BSE realty which went up by        ,-0.2732
17-01-2015,Netural,0
18-01-2015,Netural,0
19-01-2015,Netural,0
20-01-2015,Netural,0
21-01-2015,Netural,0
22-01-2015,Netural,0
23-01-2015,Netural,0
24-01-2015,Netural,0
25-01-2015,Netural,0
26-01-2015,Netural,0
27-01-2015,Netural,0
28-01-2015,Netural,0
29-01-2015,Netural,0
30-01-2015,Netural,0
31-01-2015,Netural,0
01-02-2015,Netural,0
02-02-2015,Netural,0
03-02-2015,Netural,0
04-02-2015,Up SINE          S amp P India    Index  EURO   Coal India Share Price  NSE BSE Live Stock Price  amp  Company     ,0.296
05-02-2015,Netural,0
06-02-2015,Netural,0
07-02-2015,Netural,0
08-02-2015,Netural,0
09-02-2015,Netural,0
10-02-2015,Netural,0
11-02-2015,Netural,0
12-02-2015,Netural,0
13-02-2015,Alberta on high alert over first case of mad cow disease since     ,-0.25
14-02-2015,Netural,0
15-02-2015,Netural,0
16-02-2015,Netural,0
17-02-2015,Netural,0
18-02-2015,Netural,0
19-02-2015,Netural,0
20-02-2015,Netural,0
21-02-2015,Netural,0
22-02-2015,Netural,0
23-02-2015,Netural,0
24-02-2015,Netural,0
25-02-2015,Netural,0
26-02-2015,Netural,0
27-02-2015,Netural,0
28-02-2015,Netural,0
01-03-2015,Netural,0
02-03-2015,Netural,0
03-03-2015,Netural,0
04-03-2015,Netural,0
05-03-2015,Netural,0
06-03-2015,Netural,0
07-03-2015,Netural,0
08-03-2015,Netural,0
09-03-2015,Netural,0
10-03-2015,Netural,0
11-03-2015,Netural,0
12-03-2015,Netural,0
13-03-2015,Asahi India Glass  stock price hit all time high of Rs     yesterday  As per BSE  the promoters are buying the stock ,0
14-03-2015,Netural,0
15-03-2015,Netural,0
16-03-2015,Netural,0
17-03-2015,Netural,0
18-03-2015,Netural,0
19-03-2015,Netural,0
20-03-2015,NTPC stock down     The stock price of state owned power utility NTPC ended at Rs       on the BSE on Friday   ,0
21-03-2015,Netural,0
22-03-2015,Netural,0
23-03-2015,Netural,0
24-03-2015,Netural,0
25-03-2015,Netural,0
26-03-2015,Netural,0
27-03-2015,Netural,0
28-03-2015,Netural,0
29-03-2015,Netural,0
30-03-2015,Netural,0
31-03-2015,Netural,0
01-04-2015,Netural,0
02-04-2015,Netural,0
03-04-2015,Netural,0
04-04-2015,Netural,0
05-04-2015,Netural,0
06-04-2015,Netural,0
07-04-2015,good buying seen in Biocon in last few mins appreciating stock price by     ,0.7003
08-04-2015,Does a happy employee make for a healthy stock price  ,0.7506
09-04-2015,Netural,0
10-04-2015,Netural,0
11-04-2015,Netural,0
12-04-2015,Netural,0
13-04-2015,Netural,0
14-04-2015,Netural,0
15-04-2015,Netural,0
16-04-2015,Netural,0
17-04-2015,Netural,0
18-04-2015,Netural,0
19-04-2015,Netural,0
20-04-2015,Netural,0
21-04-2015,Netural,0
22-04-2015,Netural,0
23-04-2015,Netural,0
24-04-2015,SBI defers plan to raise up to      bn via share sale to June from April as stock price slips ,0.296
25-04-2015,Netural,0
26-04-2015,Netural,0
27-04-2015,Netural,0
28-04-2015,Netural,0
29-04-2015,Netural,0
30-04-2015,VRL Logistics more of a transporter than logistics company  stock price to adjust  Ambareesh Baliga ,0
01-05-2015,Netural,0
02-05-2015,Netural,0
03-05-2015,Netural,0
04-05-2015,Netural,0
05-05-2015,Netural,0
06-05-2015,Netural,0
07-05-2015,Netural,0
08-05-2015,Good results dont guarantee stock price appreciation everytime Ref JindalSaw  Sintex   amp TVSMotors ,0.6662
09-05-2015,Netural,0
10-05-2015,Netural,0
11-05-2015,KCA VoteJKT  ID car loan auto  AstraZeneca Pharma India Share Price  NSE BSE Live Stock Price Company Profile  AstraZeneca Pharma India,0.296
12-05-2015,Dalal street winners  ABB stock price analysis ,0.4767
13-05-2015,Netural,0
14-05-2015,Netural,0
15-05-2015,Netural,0
16-05-2015,Netural,0
17-05-2015,Netural,0
18-05-2015,Netural,0
19-05-2015,Netural,0
20-05-2015,Expect stock price of Persistent Systems to double in long term  Deepak Shenoy,0
21-05-2015,Netural,0
22-05-2015, Tata Steel s weak performance in          rubbed off on its stock price  which fell   ,-0.4404
23-05-2015,Netural,0
24-05-2015,Netural,0
25-05-2015,Netural,0
26-05-2015,Netural,0
27-05-2015,Netural,0
28-05-2015,Netural,0
29-05-2015,Netural,0
30-05-2015,Netural,0
31-05-2015,Metalyst Forgings Stock Price  Share Price  ,0.296
01-06-2015,Netural,0
02-06-2015,Netural,0
03-06-2015,Netural,0
04-06-2015, I m sure there is no Doubt abt  the increase in its,0.6917
05-06-2015,Netural,0
06-06-2015,India Tourism Development Corporation Share Price  NSE BSE Live Stock Price  amp  Company Profile ,0.296
07-06-2015,The extent to which one can hold a stock is inversely proportional to the frequency at which the person checks the stock price,0
08-06-2015,Netural,0
09-06-2015,Netural,0
10-06-2015,Netural,0
11-06-2015,Netural,0
12-06-2015,Netural,0
13-06-2015,Netural,0
14-06-2015,Netural,0
15-06-2015,Netural,0
16-06-2015,Netural,0
17-06-2015,Netural,0
18-06-2015,Netural,0
19-06-2015,Netural,0
20-06-2015,Netural,0
21-06-2015,Netural,0
22-06-2015,Netural,0
23-06-2015,Netural,0
24-06-2015,Netural,0
25-06-2015,Netural,0
26-06-2015,Netural,0
27-06-2015,Netural,0
28-06-2015,Netural,0
29-06-2015,Netural,0
30-06-2015,Netural,0
01-07-2015,Netural,0
02-07-2015,Netural,0
03-07-2015,Bajaj Auto s commentary encouraging  stock price close to fair valuations  Mayuresh Joshi ,0.6908
04-07-2015,Netural,0
05-07-2015,Netural,0
06-07-2015,Netural,0
07-07-2015,Sharp India Stock Price  Share Price  Live BSE NSE  Sharp India Bids ,0.296
08-07-2015,Netural,0
09-07-2015,Netural,0
10-07-2015,Netural,0
11-07-2015,Netural,0
12-07-2015,Netural,0
13-07-2015,Netural,0
14-07-2015,Netural,0
15-07-2015,Netural,0
16-07-2015,Netural,0
17-07-2015,Netural,0
18-07-2015,Netural,0
19-07-2015,Netural,0
20-07-2015,Realty firm Sobha s valuation has become reasonable post stock price correction,0
21-07-2015,Netural,0
22-07-2015,HOW TO FIND HISTORICAL STOCK PRICE OF A STOCK ON BSE SITE  Dear Mahesh Sir I have read your,0.3818
23-07-2015,Netural,0
24-07-2015,Bajaj Auto shares recover Rs    after losing    on Thursday  The stock price  on the BSE s,-0.1027
25-07-2015,Netural,0
26-07-2015,Netural,0
27-07-2015,Netural,0
28-07-2015,Netural,0
29-07-2015,Netural,0
30-07-2015,Netural,0
31-07-2015,Netural,0
01-08-2015,Netural,0
02-08-2015,Netural,0
03-08-2015,Netural,0
04-08-2015,Netural,0
05-08-2015,Netural,0
06-08-2015,PTC India Stock Price  Share Price  Live BSE NSE  PTC India Bids Offers  Buy Sell PTC India news ,0.296
07-08-2015,Netural,0
08-08-2015,Netural,0
09-08-2015,Netural,0
10-08-2015,Netural,0
11-08-2015,Netural,0
12-08-2015,Netural,0
13-08-2015,Netural,0
14-08-2015,Netural,0
15-08-2015,Netural,0
16-08-2015,Netural,0
17-08-2015,For Tata Motors investors  China remains enigma  stock price discounts concern  Pramod Gubbi ,0
18-08-2015,Netural,0
19-08-2015,Netural,0
20-08-2015,Netural,0
21-08-2015,Any suggestion guys for stock price alert android app for NSE  amp  BSE   ,0.296
22-08-2015,Netural,0
23-08-2015,Netural,0
24-08-2015,Netural,0
25-08-2015,Netural,0
26-08-2015,Netural,0
27-08-2015,Housing Development Finance Corporation  Share Price  NSE BSE Live Stock Price  amp  Company Profile ,0.296
28-08-2015,Netural,0
29-08-2015,Netural,0
30-08-2015,Netural,0
31-08-2015,Netural,0
01-09-2015,Atlas Jewellery loses    per cent on BSE  stock price crashes,-0.3182
02-09-2015,Netural,0
03-09-2015,Netural,0
04-09-2015,Netural,0
05-09-2015,Netural,0
06-09-2015,Netural,0
07-09-2015,Netural,0
08-09-2015,gruh finance  Gruh Finance Stock Price  Gruh Finance Share Price  NSE  BSE  Stoc ,0.296
09-09-2015,Netural,0
10-09-2015,Netural,0
11-09-2015,Netural,0
12-09-2015,Netural,0
13-09-2015,Netural,0
14-09-2015,Netural,0
15-09-2015,Netural,0
16-09-2015,Netural,0
17-09-2015,Netural,0
18-09-2015,Netural,0
19-09-2015,Netural,0
20-09-2015,Netural,0
21-09-2015,Alembic Pharma Stock Price  Alembic Pharma Share Price  NSE  BSE  Stock Market News ,0.296
22-09-2015,Netural,0
23-09-2015,New Paper  Can a Financial Transaction Tax Prevent Stock Price Booms  ,0.0258
24-09-2015,Netural,0
25-09-2015,Netural,0
26-09-2015,Netural,0
27-09-2015,Netural,0
28-09-2015,Netural,0
29-09-2015,Netural,0
30-09-2015,Netural,0
01-10-2015,Netural,0
02-10-2015,Netural,0
03-10-2015,Netural,0
04-10-2015,Netural,0
05-10-2015,Netural,0
06-10-2015,Netural,0
07-10-2015,Netural,0
08-10-2015,BSE        Down   Prudential Pharmaceuticals Ltd  Stock Price ,0
09-10-2015,Netural,0
10-10-2015,Netural,0
11-10-2015,Netural,0
12-10-2015,Netural,0
13-10-2015,I m really happy for flyspicejet  amp  SanjivKapoor   stock price in BSE is picking up ,0.6115
14-10-2015,mediasurya kindy live mcx and nse bse stock price list in dd new in whole day ,0
15-10-2015,mediasurya kindy live mcx and nse bse stock price list in dd new in whole day ,0
16-10-2015,Netural,0
17-10-2015,Netural,0
18-10-2015,Netural,0
19-10-2015,Netural,0
20-10-2015,Netural,0
21-10-2015,Netural,0
22-10-2015,Netural,0
23-10-2015,Netural,0
24-10-2015,Netural,0
25-10-2015,Netural,0
26-10-2015,Netural,0
27-10-2015,Eros stock price slumped     on Monday  It s now up nearly    on BSE   Eros stock price rebounds    on BSE  Eros International Media shares have rebounded by Eros stock price rebounds    on BSE  DNA Eros stock price rebounds    on BSE  Eros International Media shares have rebounded by nearly    on the BS  Eros stock price rebounds    on BSE  Eros International Media shares have rebounded by near,0.6808
28-10-2015,Netural,0
29-10-2015,Netural,0
30-10-2015,Netural,0
31-10-2015,Netural,0
01-11-2015,Netural,0
02-11-2015,Recent correction in Karur Vysya Bank stock price makes it attractive ,0.4404
03-11-2015,Netural,0
04-11-2015,Netural,0
05-11-2015,muthoot finance  Muthoot Finance Stock Price  Muthoot Finance Share Price  NSE  BSE  Stock Market News  Mutho ,0.296
06-11-2015,Bitter pill for Dr Reddy s but stock price at a great support   ,0.8519
07-11-2015,Netural,0
08-11-2015,Netural,0
09-11-2015,manappuram finance  Manappuram Finance Stock Price  Manappuram Finance Share Price  NSE  BSE  Stock Market Ne ,0.296
10-11-2015,Netural,0
11-11-2015,Netural,0
12-11-2015,Netural,0
13-11-2015,Netural,0
14-11-2015,news gruh finance  Gruh Finance Stock Price  Gruh Finance Share Price  NSE  BSE  Stock Market  ,0.296
15-11-2015,Netural,0
16-11-2015,Netural,0
17-11-2015,Canadian beef producers expecting to double  even triple exports to Japan thanks to TPP,0.4404
18-11-2015,Netural,0
19-11-2015,Updated  Can a Financial Transaction Tax Prevent Stock Price Booms    Barcelona GSE Working Papers ,0.0258
20-11-2015,Netural,0
21-11-2015,Netural,0
22-11-2015,Netural,0
23-11-2015,Netural,0
24-11-2015,Netural,0
25-11-2015,Netural,0
26-11-2015,Netural,0
27-11-2015,Netural,0
28-11-2015,Netural,0
29-11-2015,Netural,0
30-11-2015,Gallery of AxisBank Share Price Live Nse Bse Axis Bank Stock Price ,0.296
01-12-2015,Netural,0
02-12-2015,Netural,0
03-12-2015,news bajaj finance  Bajaj Finance Stock Price  Bajaj Finance Share Price  NSE  BSE  Stock Mark ,0.296
04-12-2015,Netural,0
05-12-2015,Netural,0
06-12-2015,Netural,0
07-12-2015,Netural,0
08-12-2015,Netural,0
09-12-2015,Netural,0
10-12-2015,Netural,0
11-12-2015,Netural,0
12-12-2015,Netural,0
13-12-2015,Netural,0
14-12-2015,Netural,0
15-12-2015,Netural,0
16-12-2015,Netural,0
17-12-2015,Infosys Share Price  Infosys Stock Price Quote  Today Stock Price NSE BSE ,0.296
18-12-2015,Netural,0
19-12-2015,Netural,0
20-12-2015,Netural,0
21-12-2015,Netural,0
22-12-2015,Netural,0
23-12-2015,Netural,0
24-12-2015,Netural,0
25-12-2015,Netural,0
26-12-2015,Netural,0
27-12-2015,Netural,0
28-12-2015,Netural,0
29-12-2015,RT  SpiceJet stock price might double in the next       years  Nitin Jain SpiceJet stock price might double in the next       years  Nitin Jain,0
30-12-2015,Netural,0
31-12-2015,Netural,0
01-01-2016,Netural,0
02-01-2016,Netural,0
03-01-2016,Netural,0
04-01-2016,Netural,0
05-01-2016,Netural,0
06-01-2016,ndtv is listed in BSE   what will really hurt them is their stock price   think about it   ,-0.5709
07-01-2016,Netural,0
08-01-2016,Netural,0
09-01-2016,Netural,0
10-01-2016,Netural,0
11-01-2016,Netural,0
12-01-2016,Netural,0
13-01-2016,Netural,0
14-01-2016,Netural,0
15-01-2016,Netural,0
16-01-2016,Netural,0
17-01-2016,Netural,0
18-01-2016,Netural,0
19-01-2016,Netural,0
20-01-2016,Netural,0
21-01-2016,Netural,0
22-01-2016,Netural,0
23-01-2016,Netural,0
24-01-2016,Netural,0
25-01-2016,Netural,0
26-01-2016,Netural,0
27-01-2016,Netural,0
28-01-2016,Netural,0
29-01-2016,Netural,0
30-01-2016,Spicejet Share Price  NSE BSE Live Stock Price  amp,0.296
31-01-2016,Netural,0
01-02-2016,Strong earning is the only solution to prevent falling stock price  nse bse nasdaq nyse,0.6249
02-02-2016,Netural,0
03-02-2016,Netural,0
04-02-2016,Netural,0
05-02-2016,Netural,0
06-02-2016,Netural,0
07-02-2016,Netural,0
08-02-2016,Netural,0
09-02-2016,Netural,0
10-02-2016,Netural,0
11-02-2016,Bad news really is bad news  Turbulence tears through markets as investors lose faith central banks can save them,-0.7076
12-02-2016,Netural,0
13-02-2016,Netural,0
14-02-2016,Netural,0
15-02-2016,Netural,0
16-02-2016,Netural,0
17-02-2016,Netural,0
18-02-2016,Netural,0
19-02-2016,Netural,0
20-02-2016,Netural,0
21-02-2016,Netural,0
22-02-2016,Netural,0
23-02-2016,Netural,0
24-02-2016,BHEL price chart      to       In    years or so  the stock price has gone up nine times ,0
25-02-2016,Netural,0
26-02-2016,Netural,0
27-02-2016,Netural,0
28-02-2016,Netural,0
29-02-2016,Netural,0
01-03-2016,Netural,0
02-03-2016,Netural,0
03-03-2016,Maruti Corp Just see  BSE metal index  amp  your stock price movement during commodity crash  you had a windfall gain  ,0.1779
04-03-2016,Netural,0
05-03-2016,Netural,0
06-03-2016,Netural,0
07-03-2016,Netural,0
08-03-2016,Netural,0
09-03-2016,Netural,0
10-03-2016,Equity Market Tips with Stock Price,0
11-03-2016,Netural,0
12-03-2016,Netural,0
13-03-2016,Netural,0
14-03-2016,Netural,0
15-03-2016,Netural,0
16-03-2016,Netural,0
17-03-2016,Netural,0
18-03-2016,Netural,0
19-03-2016,Netural,0
20-03-2016,Zee Entertainment Enterprises Share Price  Zee Entertain Stock Price Quote  Today StockPrice NSE BSE,0.743
21-03-2016,Netural,0
22-03-2016,Adlabs Entertainment Share Price  Adlabs Ent Stock Price Quote  Today Stock Price NSE BSE  Bal Pharma Share Price  NSE BSE Live Stock Price Company Profile  Bal Pharma Ltd  incorporated in th ,0.7351
23-03-2016,Netural,0
24-03-2016,Netural,0
25-03-2016,Netural,0
26-03-2016,Netural,0
27-03-2016,Aurobindo Pharma Share Price  NSE BSE Live Stock Price Company Profile  Aurobindo Pharma Ltd  incorp ,0.296
28-03-2016,Netural,0
29-03-2016,Netural,0
30-03-2016,Netural,0
31-03-2016,Netural,0
01-04-2016,Netural,0
02-04-2016,Netural,0
03-04-2016,Netural,0
04-04-2016,Why don t people buy from NSE and sell at BSE  or vice versa  considering difference in stock price of a company at,0
05-04-2016,Netural,0
06-04-2016,news bajaj finance  Bajaj Finance Stock Price  Bajaj Finance Share Price  NSE  BSE  Stock Mark ,0.296
07-04-2016,Netural,0
08-04-2016,HDFC Bank Share Price  NSE BSE Live Stock Price  amp  Company Profile,0.296
09-04-2016,Netural,0
10-04-2016,Netural,0
11-04-2016,news gruh finance  Gruh Finance Stock Price  Gruh Finance Share Price  NSE  BSE  Stock Market  ,0.296
12-04-2016,Netural,0
13-04-2016,Netural,0
14-04-2016,Netural,0
15-04-2016,Netural,0
16-04-2016,Netural,0
17-04-2016,Netural,0
18-04-2016,Netural,0
19-04-2016,Netural,0
20-04-2016,Trending News   Stock Price of CRISIL surges      ,0
21-04-2016,Netural,0
22-04-2016,Netural,0
23-04-2016,Netural,0
24-04-2016,Netural,0
25-04-2016,Netural,0
26-04-2016,Netural,0
27-04-2016,Netural,0
28-04-2016,Netural,0
29-04-2016,Netural,0
30-04-2016,Netural,0
01-05-2016,Netural,0
02-05-2016,Trending News   IndiGo Stock Price dips on weak Q  performance Trending News   IndiGo Stock Price dips on weak Q  performance ,-0.7003
03-05-2016,Netural,0
04-05-2016,Netural,0
05-05-2016,Netural,0
06-05-2016,Netural,0
07-05-2016,JK Lakshmi Cement Share Price  NSE BSE Live Stock Price  amp,0.5904
08-05-2016,Netural,0
09-05-2016,Netural,0
10-05-2016,Netural,0
11-05-2016,Netural,0
12-05-2016,Netural,0
13-05-2016,Netural,0
14-05-2016,Netural,0
15-05-2016,Netural,0
16-05-2016,Netural,0
17-05-2016,Netural,0
18-05-2016,Netural,0
19-05-2016,Netural,0
20-05-2016,Netural,0
21-05-2016,Netural,0
22-05-2016,Netural,0
23-05-2016,Netural,0
24-05-2016,Whats the fate of VRL stock price   Cmp          Any take guys  ,0
25-05-2016,Netural,0
26-05-2016,Netural,0
27-05-2016,Netural,0
28-05-2016,Adani Enterprises Stock Price  Share Price  Live BSE NSE  Adani Enterprises Bids Offers ,0.296
29-05-2016,Netural,0
30-05-2016,Netural,0
31-05-2016,Netural,0
01-06-2016,Netural,0
02-06-2016,Netural,0
03-06-2016,Trending News   Ujjivan stock price shoots up      Trending News   MOIL stock price shoots up    ,0
04-06-2016,Netural,0
05-06-2016,VRL Logistics Share Price  VRL Logistics Stock Price Quote  Today Stock Price NSE BSE,0.296
06-06-2016,Netural,0
07-06-2016,Netural,0
08-06-2016,Netural,0
09-06-2016,Netural,0
10-06-2016,Trending News   Vedanta stock price shoots up     Tough warning of The  Board of Director of the company of   perfect octave media project ltd   bse code         satiable stock price now,0.2023
11-06-2016,Netural,0
12-06-2016,Netural,0
13-06-2016,Netural,0
14-06-2016,Netural,0
15-06-2016,Ashok Leyland Stock Price  Share Price  Live Stock Price NSE BSE  Ashok Leyland mojo scorecard on quality  valuation,0.296
16-06-2016,Netural,0
17-06-2016,Netural,0
18-06-2016,Netural,0
19-06-2016,Netural,0
20-06-2016,Netural,0
21-06-2016,Netural,0
22-06-2016,Netural,0
23-06-2016,Netural,0
24-06-2016,Netural,0
25-06-2016,Netural,0
26-06-2016,Netural,0
27-06-2016,Netural,0
28-06-2016,Netural,0
29-06-2016,Netural,0
30-06-2016,Netural,0
01-07-2016,Netural,0
02-07-2016,SBI Share Price NSE BSE LIve Stock Price  amp  Company Profile,0.296
03-07-2016,Netural,0
04-07-2016,Netural,0
05-07-2016,Netural,0
06-07-2016,Netural,0
07-07-2016,Netural,0
08-07-2016,Netural,0
09-07-2016,Netural,0
10-07-2016,Netural,0
11-07-2016,Netural,0
12-07-2016,Country Club Hospitality  amp  Holidays Share Price  NSE BSE Live Stock Price  amp  ,0.5859
13-07-2016,Netural,0
14-07-2016,Netural,0
15-07-2016,S amp P     s record highs held back by Apple s falling stock price ,-0.1531
16-07-2016,Netural,0
17-07-2016,Netural,0
18-07-2016,Netural,0
19-07-2016,Netural,0
20-07-2016,Netural,0
21-07-2016,Coal India may have to revise its buyback offer price because stock price at BSE is anyway Rs     while offer price was Rs    ,0
22-07-2016,SEBI India NSEIndia bse sensex Vedanta cairn stock price move ahead of change in deal point to non public info being reflected in stock  Trending News   Stock Price of Biocon surges nearly     ,0
23-07-2016,Netural,0
24-07-2016,Netural,0
25-07-2016,Netural,0
26-07-2016,Netural,0
27-07-2016,Income from operations up     to Rs        crore during the quarter  stock price ends       up on BSE ,0
28-07-2016,Netural,0
29-07-2016,Netural,0
30-07-2016,Netural,0
31-07-2016,Netural,0
01-08-2016,Experts  Please help  The Stocks app  BSE NSE app  iStocks app       None of them updates the stock price in my watch list   Solution ,0.743
02-08-2016,Netural,0
03-08-2016,Netural,0
04-08-2016,MAC CHARLES  Stock Price Stuck          Since Last   Months coz of BSE yearly circuit filter limit ,-0.25
05-08-2016,Netural,0
06-08-2016,Netural,0
07-08-2016,Netural,0
08-08-2016,Netural,0
09-08-2016,Netural,0
10-08-2016,Netural,0
11-08-2016,Netural,0
12-08-2016,Netural,0
13-08-2016,Netural,0
14-08-2016,Netural,0
15-08-2016,Netural,0
16-08-2016,Unitech stock price crashes on cash concerns NHPC Stock price touched    for the first time in past two years  Closed today at              BSE Hidden gems Entered today cap         cr   stock price less than rs          confident in stock give        x,0.4472
17-08-2016,Netural,0
18-08-2016,Netural,0
19-08-2016,Netural,0
20-08-2016,Netural,0
21-08-2016,Netural,0
22-08-2016,Netural,0
23-08-2016,Netural,0
24-08-2016,Netural,0
25-08-2016,Netural,0
26-08-2016,Netural,0
27-08-2016,Netural,0
28-08-2016,Netural,0
29-08-2016,Netural,0
30-08-2016,Netural,0
31-08-2016,Netural,0
01-09-2016,Netural,0
02-09-2016,Netural,0
03-09-2016,Netural,0
04-09-2016,Netural,0
05-09-2016,Netural,0
06-09-2016,Netural,0
07-09-2016,Netural,0
08-09-2016,Netural,0
09-09-2016,Netural,0
10-09-2016,Netural,0
11-09-2016,Netural,0
12-09-2016,Netural,0
13-09-2016,Netural,0
14-09-2016,Netural,0
15-09-2016,Netural,0
16-09-2016,Netural,0
17-09-2016,Netural,0
18-09-2016,Netural,0
19-09-2016,Netural,0
20-09-2016,Netural,0
21-09-2016,Netural,0
22-09-2016,Netural,0
23-09-2016,Netural,0
24-09-2016,Netural,0
25-09-2016,Netural,0
26-09-2016,Netural,0
27-09-2016,Netural,0
28-09-2016,Netural,0
29-09-2016,Netural,0
30-09-2016,Netural,0
01-10-2016,Netural,0
02-10-2016,Netural,0
03-10-2016,Netural,0
04-10-2016,Netural,0
05-10-2016,Netural,0
06-10-2016,Netural,0
07-10-2016,Netural,0
08-10-2016,Netural,0
09-10-2016,Netural,0
10-10-2016,Netural,0
11-10-2016,Netural,0
12-10-2016,Netural,0
13-10-2016,Netural,0
14-10-2016,Netural,0
15-10-2016,Netural,0
16-10-2016,Netural,0
17-10-2016,Netural,0
18-10-2016,Netural,0
19-10-2016,Netural,0
20-10-2016,Netural,0
21-10-2016,Netural,0
22-10-2016,Netural,0
23-10-2016,Netural,0
24-10-2016,Netural,0
25-10-2016,Netural,0
26-10-2016,BWR Stock Price Raised by     Check Live on NSE  BWR Stock Price Raised by     Check Live on BSE  Bharat Wire Ropes Ltd   Stock Price Raised by     Check Live on BSE  Bharat Wire Ropes Ltd   Stock Price Raised by     ,0
27-10-2016,Netural,0
28-10-2016,Netural,0
29-10-2016,Netural,0
30-10-2016,Netural,0
31-10-2016,Netural,0
01-11-2016,Netural,0
02-11-2016,Netural,0
03-11-2016,Netural,0
04-11-2016,Netural,0
05-11-2016,Netural,0
06-11-2016,Netural,0
07-11-2016,Netural,0
08-11-2016,Netural,0
09-11-2016,Netural,0
10-11-2016,Netural,0
11-11-2016,Netural,0
12-11-2016,Netural,0
13-11-2016,Netural,0
14-11-2016,Netural,0
15-11-2016,Netural,0
16-11-2016,Netural,0
17-11-2016,Netural,0
18-11-2016,Netural,0
19-11-2016,Netural,0
20-11-2016,due to the government is the stock price returns differential between the BSE     and an index of        n,0
21-11-2016,Netural,0
22-11-2016,Netural,0
23-11-2016,Netural,0
24-11-2016,TV  Broadcast stock price  Weekly chart   BSE  StockMarket bounce expected from INR       levels ,0
25-11-2016,Netural,0
26-11-2016,Netural,0
27-11-2016,Netural,0
28-11-2016,Netural,0
29-11-2016,Netural,0
30-11-2016,Netural,0
01-12-2016,Netural,0
02-12-2016,Netural,0
03-12-2016,Netural,0
04-12-2016,Netural,0
05-12-2016,Netural,0
06-12-2016,Oil India  stock price factoring in a brighter picture   Oil India shares have outperformed the BSE benchmark S,0.5859
07-12-2016,Netural,0
08-12-2016,Netural,0
09-12-2016,Netural,0
10-12-2016,Netural,0
11-12-2016,Netural,0
12-12-2016,Netural,0
13-12-2016,Netural,0
14-12-2016,Netural,0
15-12-2016,Netural,0
16-12-2016,Netural,0
17-12-2016,Netural,0
18-12-2016,Netural,0
19-12-2016,Netural,0
20-12-2016,Netural,0
21-12-2016,Netural,0
22-12-2016,Netural,0
23-12-2016,Netural,0
24-12-2016,Netural,0
25-12-2016,Netural,0
26-12-2016,Netural,0
27-12-2016,Netural,0
28-12-2016,Netural,0
29-12-2016,Netural,0
30-12-2016,Netural,0
31-12-2016,Netural,0
01-01-2017,Netural,0
02-01-2017,Netural,0
03-01-2017,Netural,0
04-01-2017,Netural,0
05-01-2017,Netural,0
06-01-2017,Netural,0
07-01-2017,Netural,0
08-01-2017,Netural,0
09-01-2017,Netural,0
10-01-2017,Indo National Ltd  Stock Price  Share Price  Live BSE NSE NIPPOBATRY Bids Offers  Buy Sell Infosys ,0.296
11-01-2017,Sebi  tax dept investigating        entities for evasion  stock price manipulation,-0.296
12-01-2017,Netural,0
13-01-2017,By the last bell today  Sefalana stock price had taken a   thebe knock to close at P      per share   Axis Bank Ltd  Stock Price  Share Price  Live BSE NSE AXISBANK Bids Offers  Buy Sell Infosys news  amp ,0.5267
14-01-2017,Netural,0
15-01-2017,Netural,0
16-01-2017,Netural,0
17-01-2017,Netural,0
18-01-2017,Netural,0
19-01-2017,Netural,0
20-01-2017,Netural,0
21-01-2017,Netural,0
22-01-2017,Netural,0
23-01-2017,Netural,0
24-01-2017,Netural,0
25-01-2017,Netural,0
26-01-2017,Netural,0
27-01-2017,Netural,0
28-01-2017,Netural,0
29-01-2017,Netural,0
30-01-2017,As part of KF debt recast  Banks converted debt of Rs       cr into equity at a price of Rs       each  when stock price was Rs       on BSE,-0.6124
31-01-2017,I G Petrochemicals Ltd  Stock Price  Share Price  Live BSE NSE IGPL Bids Offers  Buy Sell Infosys n ,0.296
01-02-2017,Netural,0
02-02-2017,Netural,0
03-02-2017,Netural,0
04-02-2017,Netural,0
05-02-2017,Netural,0
06-02-2017,Netural,0
07-02-2017,Netural,0
08-02-2017,Netural,0
09-02-2017,Netural,0
10-02-2017,Netural,0
11-02-2017,Netural,0
