Date,Text,SA
26-04-2021,Indian shares post best day in   weeks as ICICI Bank  Reliance climb Indian shares ride high on ICICI Bank  Reliance surge Indian shares climb on ICICI Bank boost Sensex rise     points as financial  banking stocks surge  Nifty above        Sensex rises     points as banking  realty stocks surge  Nifty settles at        Kalyan Jewellers shares list at over     discount to issue price Sensex rebounds over     points  Nifty tops        Rising Covid cases pull sensex down     points Sensex crashes       points amid global selloff  Nifty ends at         Key reasons behind the plunge   charts that show why investors should be wary of the rising market Sensex  Nifty inch higher ahead of derivatives expiry  Reliance jumps Alt marking helps        clear Odisha Class X boards Reliance Retail Venture s open offer for Just Dial shareholders to commence on September    Kotak Mahindra Bank posts nearly     rise in April June profit to Rs       crore Rolex Rings IPO to open on July     sets price band at Rs         Sensex slips over     points  Nifty slips below        Online company PharmEasy to buy Thyrocare for Rs       crore Sensex rises     points as financial  IT stocks surge  Nifty settles above        Zydus Cadila  Taiwan s TLC ink pact to market black fungus drug in India Sensex rises     points as metal  financial stocks shine  Nifty ends above       ,0.9921
27-04-2021,Indian shares end higher as banks  metal stocks gain Indian shares rise ahead of key blue chip earnings Indian shares inch higher  blue chip earnings in focus Sensex surges     points as banking  metal stocks rise  Nifty settles above        Reliance Industries m cap goes past Rs    lakh crore mark at close of trade Sensex rises over     points  Nifty tops        Reliance Industries m cap goes past Rs    lakh crore mark at close of trade No offline exam for differently abled class    students for now  Odisha rights body directs Promoters of Sterling pledge more shares Sensex slips    points in early trade  Nifty hovers around        Ruchi Soya FPO clears HC hurdle Sensex dives     points amid selloff across all sectors  Nifty ends at        Covid second wave  IndiGo sees highest ever quarterly loss of Rs       crore in Q  Cairn arbitration  Govt confirms French court order against Indian assets Sensex drops     points  Nifty slips below        Dr Reddy s profit drops     to Rs       crore in June quarter ESAF Small Finance Bank files Rs     crore IPO papers with Sebi Glenmark Life Sciences IPO opens for subscription Sensex rises over     points  Nifty tops        Global retirement funds back Glenmark Life Sciences Govt targets Rs    cr from    in HUDCO President Ramnath Kovind appoints BSE CEO Ashish Chauhan as Allahabad University Chancellor Sun Pharma Q  net profit zooms over two fold to Rs        crore Sensex rises    points amid F O expiry  Nifty holds        Sensex regains   k level as new Covid cases drop,0.9897
28-04-2021,Indian shares mark best day in a month on earnings cheer Indian shares rise on strong earnings  food delivery firm Zomato files for IPO Indian shares hit near   week high after strong earnings reports Future gets NCLT go ahead to conduct shareholders meeting for deal with Reliance  Sources Sensex zooms     points to close at         Nifty settles above        Sensex surges over     points  Nifty tests        Sensex closes above   k on eco outlook  rupee strength Investors  wealth tumbles over Rs      lakh crore as markets fall for  th day Sensex plunges     points  Nifty ends at         Top reasons behind the fall Sensex tumbles over     points  Nifty below        NSDL clarifies on three accounts of FPIs in Adani group firms Sensex drops     points  Nifty ends near        Sensex drops over     pts in early trade  Nifty slips below        Dodla Dairy shares list at over     premium on D Street UCO Bank allots over     crore preferential shares to govt for Rs       crore capital infusion Sensex surges     points  Nifty settles at fresh record high of        Seven of top    companies lose over Rs   lakh cr in m cap Sir  have you come across or do you know anything about nexus between BSE surveillance team and Stock market operators to influence the stock price  Pls take a look at  Syncom Formulations   BSE surveillance team choking this stock by applying It was known by Feb starting that maximum accounts got opened in Jan but stock price dint move up and market gave the opportunity in Feb    Have to keep looking for such opportunities    Bse holds       ,0.9816
29-04-2021,Indian shares end at over month s high as steelmakers surge Indian shares gain in volatile trade  blue chip earnings in focus Indian shares gain for fourth day  blue chip earnings eyed Block deals for Rs    k cr today Sensex  Nifty end marginally higher on F O expiry Sensex soars     points led by gains across all sectors  Nifty eyes        Airtel board approves up to Rs        crore rights issue Investor wealth tumbles over Rs       lakh crore as markets tank for  th day Benchmarks fall for  th session  sensex dives     points  Nifty ends at        IRFC makes stock market debut at    discount to issue price Odisha minister allays students admission concerns over class    results Sensex jumps     points  Nifty ends above        Tatva Chintan shares off to flying start  list with     premium IT  commodities lift Sensex  Nifty  Maruti falls Cipla to facilitate imports of Moderna s jabs  in talks for a separate tie up with US firm Standard Life to sell      in HDFC Life for Rs      cr Nifty hits record high of        as RIL jumps    Zomato files for Rs       crore IPO Shree Digvijay Cement   s Q  profit up     at Rs   cr Sensex jumps       pts in   days as RIL  banks gain Dear NIFTY and BSE investors  stock price of company called  life  will be high  kindly do invest on it,0.9935
30-04-2021,Indian shares end lower as financials  consumer goods drag  focus on Reliance results Indian shares set to snap   day winning streak  Reliance earnings awaited Indian shares set to snap   day gaining streak  Reliance earnings eyed Investor wealth jumps over Rs   lakh crore in two trading days Sensex surges       points led by gains in IT  metal  financial stocks  Nifty ends at        Indian rupee at   week low on US dollar rally  central bank buying suspected Sensex rallies over     points  Nifty tops        Sensex  Nifty hit record closing highs  Top reasons behind the surge Sensex rises over     points to fresh high in opening trade  Nifty above        Volatility on Street ahead of Budget  bear grip on sensex Odisha  Board rules revision of Class X marks Sensex closes modestly lower on fag end sell off Sun Pharma posts Rs          crore net profit in June quarter With   L retail applications  Glenmark Life biggest pharma IPO SpiceJet lost Rs     crore in FY    to raise Rs       crore via QIP   hive off cargo arm Sensex ends    points lower amid profit booking Covid pain  Taj Hotels lost Rs     crore in pandemic FY        IndusInd Bank Q  net profit jumps over two fold to Rs     cr Wipro raises guidance after completing Capco deal Why suppress the stock price of award winning  profit making  zero debt and one of the fastest growing Pharma company in the market SyncomFormulations  Restore higher price band and arrest corrupt BSE surveillance team Corrupt BSE surveillance team colluding with stock market operators to suppress fundamentally strong  Syncom Formulations  stock price through unfair and frequent application of ASM and Price Band restrictions   needs to be investigated  Stock Market Holidays       BSE  NSE will be closed on these days Investor wealth grows a mammoth Rs       lakh crore in pandemic hit      Markets set for best year since       Nifty crosses        mark for first time ever Sensex tanks over     points  Nifty slips below        Sensex soars       pts over earnings  US vaccine rollout India   s GDP growth accelerates to record       in Q  Markets at new peak  Sensex surges     points to hit record closing  Nifty settles at fresh high of        Sensex jumps over     points to cross        mark in early trade Sensex  Nifty hit records on dovish US Fed comments New IDBI owners may get RBI road map to cut stake IBS Software appoints Ashish Nanda as CFO Sensex surges     points ahead of GDP data  Nifty hits fresh closing high of        Rupee posts first quarterly fall in four as dollar rallies Investors  wealth rises massively by over Rs       lakh crore in FY   Sensex tanks     points as banking  financial stocks plunge  Nifty ends at       ,0.9963
01-05-2021,Sensex tanks     points on virus spread  lockdowns,0
02-05-2021,Netural,0
03-05-2021,Indian shares recover losses  Airtel sees best day since early Feb Indian shares weighed down by Reliance  virus worries Indian shares drop on virus worries  Reliance slips Sensex ends    points down  Nifty inches up to        Sensex  Nifty drop on virus worries  Reliance slips ANI Great Observation    Guidelines with new STUDIES are getting published faster than Stock price movements on BSE    ,0.7184
04-05-2021,UPL Signs a Multi Year Agreement with the Soil Health Institute to Drive Innovation in Agriculture  Indian shares tumble as domestic COVID    cases shoot past    million Indian shares struggle in choppy trade as coronavirus cases cross    mln Banks buoy Indian shares  coronavirus cases cross    mln,0.7717
05-05-2021,Banks  pharma lift Indian shares after cenbank unveils relief measures Indian shares rise as central bank outlines relief measures Indian shares rise ahead of central bank address This is all ok sir  kindly tell us why BSE surveillance team choking the growth of SyncomFormulations stock price by applying unwarranted ASM and    price band  We already complained to SEBI  CBI and Mumbai police   ,0.9201
06-05-2021,Indian shares end at one week high as IT  metal stocks climb Indian shares pare gains as coronavirus cases surge past    mln Indian shares tick higher  metal stocks jump after Tata Steel results Tatachemical is approaching towards     retracement where as the RSI is    below the swing low RSI on    Jan  Any structure break in   mins chart at           or       look for a bullih orderblock,0.7096
07-05-2021,Indian shares mark second straight weekly gain as metal stocks  HDFC rally Indian shares set for strong weekly gains  metal stocks surge Indian shares firm as metal stocks jump on strong commodity prices Carlyle to sell      in SBI Life for Rs      cr,0.9578
08-05-2021,Netural,0
09-05-2021,Netural,0
10-05-2021,Indian shares settle up as record high commodity prices lift metal stocks Indian shares rise as strong commodity prices lift metal stocks Indian shares rise as metal stocks extend gains on strong commodity prices SL    BIOCON ,0.936
11-05-2021,Indian shares end four day rally on inflation worries Indian shares set to snap four day rally as metals lose luster UPL Announces Collaboration With Meiji for Exclusive Access to Flupyrimin Rice in Southeast Asia Indian shares follow Asia lower as U S  inflation worries rise Rupee pares losses to close flat at       against US dollar,-0.7269
12-05-2021,Indian shares drop on U S  inflation worries  domestic COVID    death surge Indian shares dip on U S  inflation worries  domestic COVID    deaths surge Indian shares dip on lingering U S  inflation worries  auto sales data eyed Pledged BSE     stocks    value shrinks to Rs     lakh crore,-0.7506
13-05-2021,BSE  NSE closed today on account of Ramadan Eid al Fitr,0
14-05-2021,Metals  IT drag India s Nifty lower as COVID    cases cross    mln Indian shares flat  Asian Paints soars after strong results Indian shares set for first weekly loss in three as metals drag The closing price is important in the market  Closing price defined the market all over the picture on a particular day ,0.5994
15-05-2021,Cairn looks to seize Air India assets to recover      bn award due from Indian govt Vodafone Idea Ltd  CMP        The stock has been in a bad phase since last year and finally has reached strongest support zone  indicating a trend reversal  My research estimates stock price to rise to       in upcoming months,0.7717
16-05-2021,Netural,0
17-05-2021,Financials push India stocks higher as domestic COVID    cases ease Indian shares rise with financials in lead as COVID    cases fall L T Technology Services Develops an AI Based Solution on Intel Xeon Scalable Processors and Intel Movidius VPUs Indian shares rise with financials in lead as COVID    cases fall Financials  IT stocks buoy Indian shares Sensex surges     points as banking shares rise  Nifty ends above        Sensex surges over     points  Nifty tests       ,0.9625
18-05-2021,India s Nifty at   month high as COVID    cases continue to decline India s Nifty hits   month high as COVID    cases stay below         mark Indian shares jump as financials extend gains Investors richer by over Rs     L cr in two sessions of massive market rally Markets extend gains as sensex soars     points  Nifty settles above        Rupee at       month highs on share gains  weak dollar Sensex zooms over     points  Nifty tests       ,0.9777
19-05-2021,Indian shares end lower as private sector lenders drag Indian shares pause rally as some banks  Reliance fall after run up Indian shares inch lower as top banks recede IndusInd Bank MD plans to sell some ESOP shares to settle loans Sensex drops over     points  Nifty tests        level,0.7184
20-05-2021,Indian shares settle lower as metals  private lenders drag Indian shares held back by metal stocks Indian shares pressured by metal sell off Sensex tumbles     points  Nifty slips below        Sensex opens over     points higher  turns red amid weak global cues Need ITCoin to be introduced which will move contrarian to ITC stock price ,0.1027
21-05-2021,Indian shares end higher on financials boost  drop in daily virus cases Indian shares rise as financials rebound  daily COVID    cases fall Indian shares gain as financials rebound  SBI results awaited Sensex zooms     points led by gains in banking shares  Nifty settles above        Sensex rallies over     points  Nifty tops        level Why is PVRCinemas stock price soaring  Why  ,0.9674
22-05-2021,Netural,0
23-05-2021,HFCL   The stock price jumped    percent in the week gone by  The company reported quarterly net profit at Rs       crore in March      up      percent from Rs    crore in March       ,0.4404
24-05-2021,Indian shares close higher as financials gain  COVID    cases fall Coventry University  L T Technology Services Join Forces to Develop New Age Solutions for the Automotive and Manufacturing Sectors Indian shares gain on SBI boost  decline in daily COVID    cases Indian shares rise as SBI holds gains  daily COVID    cases decline BlackRock Joins Funds Betting on Indian Assets Amid Outbreak Market milestone  M cap of BSE listed companies at record    trillion Sensex jumps     points  Nifty ends near        Sensex surges over     points  Nifty tops        If the promoter owns     then the company is his baby  amp  the stock price is his headache    This should be one of your filters for selecting a stock    smallcaps  Multibaggers  nseindia  BSE,0.9855
25-05-2021,Indian shares end flat as financials negate IT gains Indian shares gain as daily COVID    cases hit over one month low Indian shares gain on strong earnings  Asian Paints  Infosys shine BSE   s m cap crosses    trillion as sensex hits   month high Sensex jumps over     points  Nifty above        BSE   s m cap crosses    trillion as sensex hits   month high,0.9565
26-05-2021,Indian shares close higher as IT  financial stocks gain Indian shares rise on financials  IT stocks boost Indian shares unchanged as financials offset gains in energy Strong pipeline for small biz IPOs  BSE SME to see over    listing in one year Sensex jumps over     points  Nifty above        Amazing Fundamental  amp  Stock Near Multiyear Breakout  Stock price will in   Digit very soon ,0.975
27-05-2021,Indian shares end higher as financials  IT stocks gain Indian shares flat as financials counter gains in IT stocks Indian shares flat as financials counter gains in IT stocks Indian stocks to nudge past February s record high by year end M cap of BSE listed firms hits record high of Rs        lakh crore Sensex  Nifty start on choppy note ahead of F O expiry First you read all the good statements on their Websites like vision and happy clients etc and then you compare it with its Stock price movement  Quarterly Earnings seems good  Rest stock price movement will decide    ,0.9808
28-05-2021,India s blue chip Nifty    ends at record high India s blue chip Nifty    hits record high as COVID    cases drop Asia Stocks Poised for Best Weekly Advance in Three Months India s blue chip Nifty    hits record high ahead of crucial tax meeting M M posts Rs      crore standalone Q  PAT Canara Bank gets board approval to raise up to Rs       crore in FY   via equity  debt Sensex rallies over     points  Nifty tops        Top    Most Expensive Stock Price in India   ,0.9618
29-05-2021,Netural,0
30-05-2021,First technical recession  sensex at   k  How economy performed in   years of Modi    ,-0.4215
31-05-2021,Indian shares rally as COVID    cases fall  GDP data awaited Indian shares rise as daily COVID    cases fall  GDP data eyed Indian shares open lower ahead of GDP data Investor wealth jumps over Rs      lakh crore in four days Sensex drops over     points  Nifty below        With ref to BSE site it is observed that NT ASSET MANAGEMENT GOING TO CONDUCT CONFERENCE CALL ON I        I PM TO   PM WITH TORRENT POWER  WHICH RESULTED CO CURRENT AND FUTURE PERFORMANCE NEWS   FACTS STOCK PRICE MAY UPWARD DIRECTION TARGET                          with in week,0.9087
01-06-2021,Indian shares flat as energy gains offset losses in financials Indian shares flat as dour factory activity data offsets energy gains Indian shares rise on downward trend in COVID    cases Sensex  Nifty end marginally lower on profit booking PNB Housing Fin Share Price  PNB Housing Fin Stock Price  PNB Housing Finance Ltd  Stock Price  Share Price  Live BSE NSE  PNB Housing Finance Ltd  Bids Offers  Buy Sell PNB Housing Finance Ltd  news  amp  tips   amp  F amp O Quotes  NSE BSE Forecast News and Live Reliance Share Price  Reliance Stock Price  Reliance Industries Ltd  Stock Price  Share Price  Live BSE NSE  Reliance Industries Ltd  Bids Offers  Buy Sell Reliance Industries Ltd  news  amp  tips   amp  F amp O Quotes  NSE BSE Forecast News and Live Quotes,0.9644
02-06-2021,Indian shares close flat as financials offset energy gains Indian shares fall as financials  IT stocks weigh Indian shares open lower as conglomerate ITC weighs Sensex slips    points  Nifty ends marginally higher Sensex tanks over     points  Nifty tests       ,0.9062
03-06-2021,Financials lift Indian shares to new high ahead of cenbank meeting TCS Targets Net Zero Emissions by      Financials  energy stocks boost Indian shares Wipro Wins SAP   Innovation Award      in the Partner Paragon Category India s Nifty    hits all time high  energy  IT stocks jump Mcap of BSE listed companies at fresh record high of over Rs     lakh crore Zydus Cadila gets tentative USFDA nod to market lung cancer treatment drug Sensex jumps over     points  Nifty tops        Snowman Logistics has partnered with Dr  Reddys for providing logistics support for Sputnik V  Stock price rises by      Reliance Industries market capitalisation has crossed Rs     lakh Crores today  The stock price is on a rise since last   days and has increased almost     in the period ,0.9808
04-06-2021,Indian shares close down after central bank holds rates steady Indian shares slip after central bank holds rates steady Indian shares edge higher after central bank holds rates steady India cenbank keeps rates at record low as virus lashes economy Indian shares unchanged ahead of central bank rate decision Sensex  Nifty unchanged ahead of central bank rate decision     Check their earnings performance from last      years  ideally it should be growing on yoy basis  For e g Asian Paints earnings for last   years  Source   BSE  Zig zag results on yoy basis are not considered positively and the same will reflect in stock price  ,0.8452
05-06-2021,Netural,0
06-06-2021,Neuland Labs  Stock price jan           just in   month lol June            ,0.4215
07-06-2021,Indian shares end at record high as some COVID    curbs ease Indian shares near record highs as parts of country ease lockdowns Indian shares near record highs as daily COVID    cases fall BSE listed companies  m cap zooms to record Rs     lakh crore ED transfers UBL shares worth over Rs       crore to recovery officer s demat account Sensex jumps over     points  Nifty tests        Bajaj Finance stock price down    on asset quality concerns  The company detailed in its mid quarter update that the second wave of the pandemic COVIDs impact on employee health and well being was harsh ,0.9442
08-06-2021,Revive Therapeutics Partners with Supriya to Pursue EUA for Bucillamine to Treat COVID in India Indian shares end slightly lower as global inflation worries weigh Indian shares erase gains as global inflation worries weigh Indian shares edge up as govt offers free COVID    vaccines to adults RBI nod for Ghosh s re appointment as Bandhan Bank MD   CEO for   years  company board had okayed   year term Sensex  Nifty start on choppy note Sensex Also called bse     is the market index consisting of    well established and financially sound companies listed on bombay stock exchange when the sensex goes down  this tells you that the stock price of most of the major stocks on the bse has gone down And vice versa,0.9134
09-06-2021,Indian shares slip from record peaks as Reliance drags Indian shares rise on financials boost as COVID    cases fall Indian shares open higher on financials  healthcare boost Sensex slips     points to close at         Nifty ends at        Sensex  Nifty start on positive note  SBI  HDFC lead gains,0.9623
10-06-2021,Financials boost Indian shares  U S  inflation data eyed Indian shares rise on financials  energy boost  U S  inflation in focus Indian shares open higher as IT  energy firms gain Sensex rises over     points  Nifty tests       ,0.9601
11-06-2021,Indian shares close at record high as COVID    curbs ease Indian shares hit record highs as COVID    restrictions ease Indian shares hit record highs on reopening cheer  U S  inflation data BSE sets up entity to administer  supervise activities of registered investment advisors Sensex jumps over     points  Nifty tops       ,0.9578
12-06-2021,Chill he is intellectual    His care is for retail investors and traders    This wealth comes from changing stock price listed at NSE  Bse Oh great  Thank you Subhrajyoti  Actually I have found some websites on which all time high data are given but they cover just few high stock price shares only  Not all stocks listed in BSE and NSE ,0.8939
13-06-2021,Netural,0
14-06-2021,Wipro Enables Zero Cost Transformation with Oracle Cloud Infrastructure Indian shares end higher as Reliance gains  inflation data in focus Adani stocks weigh on Indian shares  CPI data eyed Adani Stocks Cut Loss After Denying Freeze on Investor Accounts Indian shares fall as Adani stocks weigh  CPI data eyed Sensex  Nifty fall as Adani stocks weigh  CPI data eyed,0.6249
15-06-2021,Wipro Named a Worldwide SAP Supply Chain Ecosystem Leader by IDC MarketScape Indian shares close at record highs as pandemic curbs ease  cases fall Indian shares at record highs as COVID    curbs ease  cases fall Indian shares hit record highs as Asian peers gain  Fed meeting eyed Sensex jumps over     points  Nifty tops        Granules india Total quantity deliver   of delivery                                    Vinyl india                                     Castrolindia                                      Note  BSE SITE INFORMATION  IF DELIVERY HUGE  STOCK PRICE APPRECIATION EXPECTED SOON,0.9778
16-06-2021,Indian shares end lower on losses in financials  Fed in focus Indian shares fall further ahead of Fed meeting outcome Wipro joins World Economic Forum s Partnership for New Work Standards initiative Indian shares open lower on losses in Reliance  Fed meeting eyed Sensex  Nifty fall from record highs  investors eye US Fed meet Sensex  Nifty decline ahead of US Fed policy outcome last time in November       Goodricke stock price doubled from      to      in just   weeks  commodities teaStocks Tea  teaSector microcaps   investing trading nifty midcaps  largecaps nse bse ,0.5994
17-06-2021,Indian shares end lower  rupee weakens as Fed signals rate hikes sooner Indian shares cut losses as focus shifts to Fed s U S  growth outlook Indian shares open lower as financials weigh  Fed signals earlier rate hikes Sensex drops over     points  Nifty slips below       ,0.1027
18-06-2021,Indian shares snap four straight weeks of gains on Fed s hawkish turn Indian shares fall as financial stocks  Reliance Industries weigh Indian shares open higher as IT stocks gain HDFC Bank board declares dividend of Rs      per share for FY   Carlyle sells shares worth over Rs       crore in SBI Card Sensex  Nifty fall as financial stocks  Reliance Industries weigh TCS stock price flirts with    week high  analysts hope for more upside TCS has outperformed the benchmark Sensex  As of June    closing  the IT bellwether had gained    percent on BSE in      and rallied    percent since June          ,0.9764
19-06-2021,Netural,0
20-06-2021,Air India has time till mid July to challenge Cairn lawsuit,-0.1531
21-06-2021,Indian shares end higher  helped by gains in Nifty    heavyweights Indian shares dragged by financial stocks  PNB Housing Finance slides Indian shares fall as financials weigh  PNB Housing Finance drops Sensex  Nifty end higher  helped by gains in heavyweights Sensex tanks nearly     points  Nifty below       ,0.946
22-06-2021,Indian shares close marginally higher  financials  Reliance offset vaccine cheer India s Sensex surpasses        mark as COVID    vaccinations surge India s benchmark stock index hits record high as COVID    vaccinations surge Existing investment advisers need to obtain BASL membership by August    Indian companies  m cap grew fastest last year  presents financial stability risk  Economists Sensex surges over     points to breach        mark for first time ever  Nifty tops        Pulled out a list of companies in BSE     with notable difference between their    year price CAGR and    year market cap CAGR   Unsurprisingly  PSU banks have a significant presence    Indian Bank stock price added over   percent after the state owned bank launched its qualified institutional placement  QIP  of shares to raise around Rs       crore  ,0.9169
23-06-2021,Indian shares end lower on financials drag  profit taking Indian shares dip as tech losses outweigh gains in automaker stocks Indian shares flat as tech losses offset gains in automaker stocks Sensex drops     points  Nifty ends below        Sensex jumps over     points  Nifty tops       ,0.91
24-06-2021,Lucara Diamond Corp  Announces C    Million Financing Indian shares end higher as IT gains outweigh losses in Reliance All Eyes on Aramco Deal When Ambani Addresses Reliance Investors Tech stocks  financials boost Indian shares  eyes on Reliance meeting Indian shares gain on tech  financials boost  Reliance in focus Sensex rises     points led by gains in IT  banking shares  Nifty settles near        Sensex jumps over     points  Nifty tests        Apollo Hospitals Enterprise Ltd   was trading at Rs          down by      in todays trading session  The stock price has increased by         in last one year  while the benchmark index S amp P BSE Sensex has increased by        ,0.9792
25-06-2021,Indian shares rise on financials  post weekly gains Indian shares flat as Reliance offsets gains in financials  set for weekly rise Indian shares rise as financials outweigh losses in Reliance NCLT issues written order approving resolution plan for Jet Airways Sensex  Nifty open on positive note amid firm global cues share price  stock price  NSE NMDC   NMDC India  gained     NSE  BSE   India  Indian people  NMDC  IGL Stock price nse today made good bounce from the trend line support  It should hold support for big move ITC stock price NSE looks good made perfect Breakout on   hour  falling wedge Result of the share price  stock price of   stock listed on NSE in India for Indian people named which was advised  opinion  predicated to buy  It is also listed on BSE and in BSE SENSEX   Auropharma stock price today now at the resistance  Auropharma share price has to flip above resistance for good move   Britannia stock price at trend line support  Good for intraday  Price also bounced from trend line support ,0.9921
26-06-2021,Netural,0
27-06-2021,After Air India  Cairn to target more state cos to recover money due from govt,0
28-06-2021,Indian shares end lower as IT stocks and Reliance drag UPL Ltd  Launches New  NPP  Business Unit to Enhance Biosolutions Capacity for Sustainable Agriculture Offering Worldwide Indian shares edge lower as tech losses outweigh gains in pharma Indian shares flat as pharma boost offsets losses in tech stocks Sensex drops     points  Nifty slips below        Sensex jumps over     points to fresh high  Nifty crosses        KIMS Hospitals shares opened with a        premium to IPO price  The stock price started off the day at Rs          on the BSE against issue price of Rs      US FDA has observed two minor at Granules factory at Chantilly  Virginia USA on             Co says in bse site that this is pre approval inspection for the products field from this facility and further said will response within stipulated time,0.9001
29-06-2021,Losses in financial stocks drag Indian shares lower Indian shares fall as financials weigh  relief steps fail to impress Indian shares flat as Reliance offsets losses in financial stocks Sensex drops     points on profit booking  Nifty ends below        Sensex  Nifty start on flat note amid mixed global cues Std Life to sell      in HDFC Life for       k crore,0.7845
30-06-2021,Indian shares post monthly gain as COVID    cases fall  vaccinations speed up Indian shares boosted by tech stocks  set for monthly gain Indian shares gain on auto  tech boost  Cipla rises Small stocks give higher returns to investors this fiscal Investors  wealth soars Rs       lakh crore so far this fiscal RBI ban on new credit cards sale hit market share  will come back with a bang once embargo lifted  HDFC Bank Sensex rises over     points  Nifty tops        RuchiSoya changes the world of business  No company can give this much returns in    months          That too when     stock with promotors  Stock price shoot up based on very low trade volume  Very much manipulated market BSE This is huge  Rs        crore worth of transactions in the BSE MF platform in June  No wonder BSE stock price is up     in the last three months  ,0.9703
01-07-2021,Indian shares fall on IT  energy losses  weak factory activity Indian shares edge lower on tech losses  auto stocks in focus Indian shares flat as gains in auto stocks offset tech losses hi paytm money please kindly tell me whether today s market is open or not  Because in application it shows closed but stock price  BSE sensex  etc were price is moving and stock were not sell  It shows currently market is closed   IRFC Share Price  IRFC Stock Price  Indian Railway Finance Corporation Ltd  Stock Price  Share Price  Live BSE NSE  Indian Railway Finance Corporation Ltd  Bids Offers  Buy Sell Indian Railway Finance Corporation Ltd  news  amp  tips   amp  F amp O Quotes  NSE BSE Forecast News and Live,0.743
02-07-2021,Indian shares post weekly loss after recent peaks Indian shares retreat after recent peaks  set for weekly loss India s NTPC Plans Renewables IPO For Huge Green Push Indian shares flat as Hero MotoCorp  Reliance offset tech losses BSE resolves     investors  complaints against listed companies in June Sensex snaps   day losing streak  ends     points higher,0.34
03-07-2021,Netural,0
04-07-2021,Netural,0
05-07-2021,Indian shares close at near record levels on financial boost  vaccine availability Indian shares hover near peaks on vaccination  earnings hopes Indian shares rise on lower virus cases  vaccines boost  financials jump Investors  wealth jumps Rs      lakh crore in two days of market rally  m cap of BSE listed companies at record high Yes Bank s loans  advances shrink marginally at Rs      lakh crore by end of June quater HDFC Bank loans rise over      to Rs       lakh crore in June India Pesticides shares debut with nearly     premium Sensex surges over     points  Nifty tops        The scrip was trading at its highest level since February       A sharp rally in the stock price has seen the market capitalisation of HFCL vault past the Rs        crore mark  Currently  HFCL s market capitalisation stood at Rs        crore on the BSE  the exchange data shows ,0.9741
06-07-2021,Indian shares end lower as Tata Motors warns of chip shortage hit at JLR Indian shares rise as auto  airline stocks rally  COVID    cases drop Indian shares gain on airlines boost  vaccination pace in focus Sensex rises    points  Nifty tops        Sensex closes at record high as Covid cases dip BSE Market swinging up and down,0.9001
07-07-2021,Indian shares close up  metal stocks rise Indian shares flat  investors weigh earnings  cabinet reshuffle Indian shares rise in choppy trading  cabinet reshuffle  earnings eyed Sensex  Nifty turn flat  investors weigh earnings  cabinet reshuffle How to findout stock price moves up for            amp      in a row in BSE  amp  NSE,0.8074
08-07-2021,Indian shares fall on lack of positive triggers  TCS earnings awaited Indian shares dip a day after cabinet reshuffle  TCS earnings in focus Indian shares flat a day after cabinet rejig  TCS earnings awaited Sensex sinks     points to close at         Nifty ends below        Zomato IPO to open on July     list by month end,0.8555
09-07-2021,Indian shares post weekly loss as investors gauge domestic developments Indian shares pare losses as bargain hunting halts slide Indian shares fall as financials  autos drag  Delta worries pile up,-0.3182
10-07-2021,Netural,0
11-07-2021,Netural,0
12-07-2021,Indian shares erase gains on fears over oil prices  dollar  inflation data eyed Indian shares rise on auto  financials boost  CPI data awaited Indian shares rise on auto  financial boost  CPI data awaited Sensex  Nifty end flat in highly volatile trade A sharp rally in the stock price has seen the marketcapitalization of hfclg vault past the INR       crore mark  Currently  m cap stood at INR       crore on the BSE  ,0.9022
13-07-2021,Indian shares end higher as inflation data eases policy tightening worries Indian shares up on autos  finance boost as inflation data comforts investors Autos  finance boost Indian shares as June retail inflation lower than expected Sensex surges     points as banking  auto stocks rise  Nifty ends above        Autos  finance stocks boost markets as June retail inflation lower than expected So the market valuation is correct and rational for every listed stock on BSE and NSE  If No  why agree or disagree basis IPO valuation  Iisted Stock price can be manipulated much easily then VC valuation sir  ,0.8171
14-07-2021,IT stocks drive Indian shares higher ahead of Infosys results Banks weigh on Indian shares  investors await Infosys earnings Indian shares slip as banks drag  Infosys earnings awaited Market capitalisation of BSE listed firms touches record high  crosses Rs     lakh crore Sensex drops over     points  Nifty slips below        Zomato IPO subscribed   x by anchor funds,0.7717
15-07-2021,Tech stocks power Indian shares to record highs Tech stocks lift Indian shares to near record highs IT stocks  L T lift Indian shares to near record highs  Wipro results eyed Investors  wealth jumps over Rs      lakh crore in three days of market rally Sensex  Nifty near record highs as IT stocks surge  Wipro results eyed Infosys Q  best in    years with revenue up     Zomato IPO fully sold on Day   in retail rush Zomato IPO fully sold on Day   in retail rush,0.9609
16-07-2021,Indian shares end flat  clock weekly      gain Indian shares retreat from record highs  IT stocks dip Indian shares open at record highs on metals  pharma boost Rupee slips   paise to close at       against US dollar Sensex  Nifty end flat after scaling fresh lifetime highs Wipro Ltd  Stock Price Today  amp    Month Performance,0.9477
17-07-2021,Reliance Retail buys Just Dial for Rs       crore,0
18-07-2021,That day when productivity   stock price ratios are established  ,0
19-07-2021,Billionaire Adani s Firms Sink for Second Day on India Probes Indian shares post worst day in two months as HDFC Bank drags finance stocks nurture farm     a Digital Platform for Sustainable Agriculture Scales up to Become Part of the OpenAg    Network Indian shares fall as HDFC Bank drags finance stocks Indian shares fall at open on underwhelming HDFC Bank profit HDFC Bank shares tumble over    after Q  earnings Clean Science lists at Rs          a     premium over issue price,0.8074
